identifier,ip,start,stop,pid,sim_self_overall,sim_other_overall,dissim_self_overall,dissim_other_overall,sim_self_careerstage,sim_self_position,sim_self_division,sim_self_industry,sim_self_sociocultural,sim_other_careerstage,sim_other_position,sim_other_division,sim_other_industry,sim_other_sociocultural,dissim_self_careerstage,dissim_self_position,dissim_self_division,dissim_self_industry,dissim_self_sociocultural,dissim_other_careerstage,dissim_other_position,dissim_other_division,dissim_other_industry,dissim_other_sociocultural,expectation_similar,likely_convo,age,sex,country,usa_race,white,black_afam,am_ind_native,asian,pac_is,other,race_6_text,hisp_lat,background,mom,dad,language,language_text,proficiency,survey_trouble,employment,job_level,job level_TEXT,joblevel_split
R_2nlKHK6Eo9fx3eV,79.251.193.155,12/7/20 6:37,12/7/20 6:41,400,6,4,6,6,6,6,6,6,6,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,3,11,39,1,65,,,,,,,,,,65,65,65,2,,6,1,1,4,,2
R_sEROffTQnpGAG2J,138.190.89.72,12/7/20 8:41,12/7/20 8:51,401,5,6,6,6,4,5,5,6,6,4,5,5,6,6,6,6,6,6,6,5,5,5,5,5,5,10,52,1,169,,,,,,,,,,169,169,169,6,Swiss,6,1,1,4,,2
R_1mqjDqK60w9WEb8,104.129.205.2,12/11/20 14:33,12/11/20 14:41,402,7,7,7,7,3,1,2,2,6,4,4,4,4,4,7,7,7,7,5,7,7,7,7,7,4,11,29,2,187,7,1,,,,,,,1,24,,,6,Portuguese,7,1,1,4,,0
R_3RkfGCef1EEuELP,104.129.198.60,12/11/20 16:03,12/11/20 16:09,403,6,5,7,6,6,6,6,6,6,5,5,5,5,5,7,7,7,7,7,6,6,6,6,6,4,11,58,1,187,1,1,,,,,,,,169,,,2,,7,1,1,2,,2
R_2zr47HT6v2f5emc,212.203.91.132,12/8/20 9:34,12/8/20 9:36,404,5,4,5,4,5,4,5,4,5,5,4,5,4,5,5,4,5,4,5,5,4,5,4,5,5,6,32,1,169,,,,,,,,,,169,169,170,2,,4,1,1,4,,2
R_Y6wGFRD4eVvqi6R,147.161.165.87,12/9/20 2:00,12/9/20 2:07,405,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,10,51,1,65,,,,,,,,,,65,65,65,2,,4,1,1,6,Expert,
R_3Ea6xdBzjirYhX6,89.247.124.195,12/11/20 7:38,12/11/20 7:51,406,6,6,6,6,6,6,6,6,7,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,5,11,57,1,65,,,,,,,,,,65,65,65,2,,4,1,1,4,,2
R_2aFSbFoKizfM3TQ,165.225.200.163,12/7/20 8:10,12/7/20 8:14,407,4,4,7,7,5,6,5,3,3,4,4,3,4,3,7,5,4,4,5,7,5,6,5,6,7,11,46,2,65,,,,,,,,,,65,65,65,2,,6,1,1,4,,2
R_Uooow3W5xG0f45z,165.225.208.122,12/8/20 5:53,12/8/20 5:57,408,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,11,44,2,31,,,,,,,,,,31,31,31,1,,7,1,1,4,,2
R_2ysFaJxB0BisBg2,104.129.205.40,12/7/20 7:48,12/7/20 7:53,409,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,62,1,187,1,1,,,,,,,,187,,,1,,7,1,1,3,,1
R_2vZJD8ynXQY9MZy,148.168.40.124,12/7/20 7:01,12/7/20 7:06,410,5,5,6,6,5,6,6,6,4,5,5,5,5,5,6,6,6,6,6,7,6,6,6,4,5,10,51,1,187,1,1,,,,,,,,187,,,1,,7,1,1,2,,0
R_1ovEFhNdggPWE9O,73.67.130.119,12/7/20 9:57,12/7/20 10:01,411,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,62,1,187,1,1,,,,,,,,187,,,1,,7,1,1,4,,2
R_BMnRCaCldDTZrYl,90.196.177.23,12/7/20 8:25,12/7/20 8:30,412,7,6,7,6,7,7,7,7,7,6,6,6,6,6,7,7,7,7,7,6,6,6,6,6,5,10,38,1,185,,,,,,,,,,185,185,185,1,,7,1,6,2,,0
R_Om5chJBP2juDyaR,194.56.48.107,12/7/20 7:09,12/7/20 7:18,413,7,6,2,2,6,6,7,5,7,6,6,7,5,6,6,5,5,5,3,3,3,4,4,4,4,10,48,2,169,,,,,,,,,,65,65,65,2,,6,1,1,6,"Specialist, relatively new to subject",
R_2dEG2R5V7XyeKrn,165.225.92.85,12/7/20 6:50,12/7/20 6:54,414,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,6,8,42,2,138,,,,,,,,,,138,138,138,6,Portuguese,7,1,1,3,,1
R_1FQyGRoKyzGGlLt,165.225.27.84,12/8/20 3:31,12/8/20 3:39,415,7,6,7,5,6,6,6,6,7,5,7,6,6,6,6,5,6,4,6,3,4,5,5,4,3,9,55,3,65,,,,,,,,,,65,65,65,2,,4,1,1,6,,
R_VUcp3oBto4ncAQV,147.161.165.25,12/9/20 0:41,12/9/20 0:46,416,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,51,1,65,,,,,,,,,,65,65,65,2,,4,2,1,4,,2
R_3Oiz6uEUt61LneW,138.190.89.105,12/7/20 23:29,12/7/20 23:34,417,5,5,6,6,5,5,2,5,3,5,5,3,3,2,6,4,5,4,5,5,5,5,4,5,3,11,39,2,169,,,,,,,,,,65,65,65,2,,3,1,1,4,,2
R_3DnXh2JJauwoiZF,188.96.85.88,12/7/20 6:59,12/7/20 7:09,418,7,6,4,4,7,7,7,7,5,5,5,5,5,5,5,6,3,2,4,4,5,3,6,4,3,3,37,2,65,,,,,,,,,,65,65,65,2,,5,1,1,3,,1
R_YPjC04AUKiuelXz,37.5.240.243,12/7/20 6:42,12/7/20 6:50,419,5,5,7,7,5,5,6,6,6,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,5,11,56,2,65,,,,,,,,,,65,65,45,2,,5,1,1,6,,
R_1obeJvF0VkCroSR,149.154.214.123,12/7/20 11:48,12/7/20 12:12,420,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,11,54,2,17,,,,,,,,,,17,17,17,3,,6,1,1,6,Executive assistant,
R_111P4hRXMOMxlhK,104.129.204.55,12/7/20 7:15,12/7/20 7:43,421,6,6,6,6,6,6,5,6,5,6,6,6,6,6,5,5,6,7,7,6,6,6,6,6,5,11,38,2,187,3,,,,,,,,1,24,,,6,Portuguese,7,1,1,3,,1
R_2rTt23gnkc2dgKv,147.161.165.101,12/8/20 0:27,12/8/20 0:32,422,6,5,6,5,5,6,6,5,5,5,5,5,5,5,3,5,5,5,4,4,4,4,4,4,3,8,42,2,65,,,,,,,,,,65,65,65,2,,5,1,1,1,,0
R_1FDMzkRcooqeHUh,91.105.21.43,12/7/20 6:34,12/7/20 6:37,423,5,5,6,6,5,5,5,5,5,5,5,5,5,5,4,3,4,5,3,5,5,4,4,5,5,8,45,2,94,,,,,,,,,,94,143,143,6,Russian,6,1,1,2,,0
R_2XbTXvL9YlRoNHG,194.113.41.2,12/7/20 7:07,12/7/20 7:14,424,6,5,5,7,6,6,5,6,5,4,6,4,5,4,5,6,7,7,7,7,6,7,7,6,5,11,23,1,65,,,,,,,,,,65,65,65,2,,5,1,1,4,,2
R_3p5vaUCF0EZtLGt,62.6.155.83,12/8/20 1:35,12/8/20 1:45,425,6,5,6,5,6,6,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,10,50,1,65,,,,,,,,,,65,65,65,2,,5,1,1,3,,1
R_UQKL2qHwNALqZLX,147.161.165.11,12/7/20 7:27,12/7/20 7:33,426,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,9,56,1,65,,,,,,,,,,65,65,65,2,,6,1,1,3,,1
R_4O8KEs8oldn6P7j,109.235.136.244,12/15/20 10:04,12/15/20 10:12,427,7,6,5,4,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,4,7,33,1,65,,,,,,,,,,65,65,65,2,,6,1,1,4,,2
R_ZIZy7BI13qW38Z3,165.225.27.146,12/8/20 5:24,12/8/20 5:33,428,6,5,6,5,6,6,6,6,6,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,4,10,55,1,65,,,,,,,,,,65,65,65,2,,5,1,1,4,,2
R_3kzY69eDfuKIkyz,138.190.89.71,12/8/20 6:06,12/8/20 6:18,429,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,11,49,1,169,,,,,,,,,,169,169,169,2,,4,1,1,4,,2
R_1K23oDpPRUDInkL,165.225.194.105,12/7/20 8:03,12/7/20 8:09,430,6,4,4,4,5,5,6,6,5,4,4,4,4,4,3,4,4,5,4,3,3,3,3,3,5,9,43,1,65,,,,,,,,,,65,65,65,2,,5,1,1,4,,2
R_Pvck11M7DnKPC0N,194.53.167.6,12/10/20 1:33,12/10/20 1:38,431,3,4,6,5,6,5,3,5,3,5,5,5,5,5,6,5,7,7,6,5,5,5,5,5,4,10,36,1,122,,,,,,,,,,122,122,122,6,dutch,6,1,1,3,,1
R_2ZJIhDD7QS9eN5n,178.3.157.230,12/8/20 2:41,12/8/20 2:47,432,6,5,7,4,5,5,6,4,5,6,4,7,4,6,7,3,6,7,3,4,6,3,4,4,6,11,35,1,65,,,,,,,,,,65,65,65,2,,6,1,1,4,,2
R_8Jucy9tURvDIVl7,165.225.194.108,12/8/20 1:56,12/8/20 2:02,433,4,5,7,5,4,5,5,5,5,5,5,5,5,5,6,6,7,6,7,4,5,5,5,5,4,11,44,1,65,,,,,,,,,,65,65,65,2,,6,1,1,4,,2
R_Ub6QDERjr2q90gV,165.225.241.48,12/7/20 7:35,12/7/20 7:42,434,6,6,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,11,28,1,65,,,,,,,,,,65,65,65,2,,6,1,1,4,,2
R_3PYwjVcc2Kp7yQ3,86.88.168.9,12/7/20 7:02,12/7/20 7:07,435,7,6,5,5,5,5,3,6,4,5,5,4,6,4,4,5,4,4,4,5,4,4,4,4,3,10,35,1,122,,,,,,,,,,65,65,65,2,,6,1,1,5,,2
R_2drSTEXHcZdf6wa,84.81.73.122,12/7/20 12:00,12/7/20 12:07,436,6,7,7,5,6,7,7,5,6,6,6,6,5,6,6,5,6,6,5,6,5,6,6,5,6,9,40,1,122,,,,,,,,,,122,122,122,6,Dutch,5,1,1,3,,1
R_2aCEGQBHcjA8rfC,91.192.15.66,12/7/20 9:13,12/7/20 9:18,437,7,6,5,5,6,4,5,6,6,6,5,6,6,5,5,4,6,6,5,5,4,5,5,4,5,9,35,1,65,,,,,,,,,,122,122,122,6,Dutch,6,1,1,4,,2
R_2veKUa7di9KkjyM,109.235.136.244,12/8/20 5:49,12/8/20 5:53,438,5,4,5,4,3,2,3,4,5,3,4,4,3,4,5,4,4,3,5,4,5,3,5,3,5,9,42,1,65,,,,,,,,,,65,65,65,2,,5,1,1,6,internal consultant,
R_W9bfaMhLpPeDswV,62.245.183.149,12/8/20 2:08,12/8/20 2:23,439,5,5,7,7,5,5,7,6,4,5,5,6,6,4,6,6,6,6,6,6,6,6,6,6,4,11,50,2,65,,,,,,,,,,65,65,65,2,,5,2,1,3,,1
R_5AzNehCk7G9YCaZ,62.245.183.149,12/7/20 9:20,12/7/20 9:27,440,3,3,5,6,3,3,4,3,5,3,3,4,3,4,5,6,5,3,5,6,6,4,3,4,4,10,63,1,65,,,,,,,,,,65,65,65,2,,5,1,1,1,,0
R_1exI7DAv3moeROT,91.192.15.66,12/7/20 6:39,12/7/20 6:44,441,4,4,7,6,4,5,4,4,5,4,5,5,5,4,6,6,6,5,6,5,5,4,5,5,4,10,51,1,65,,,,,,,,,,65,65,65,2,,7,1,1,2,,0
R_Zw9e62NUZrvmo81,156.106.202.73,12/7/20 7:13,12/7/20 7:21,442,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,11,54,2,169,,,,,,,,,,168,168,168,6,Swedish,7,1,1,2,,0
R_31jbVEyupGwmAUl,178.197.248.42,12/11/20 4:02,12/11/20 4:10,443,6,5,6,5,6,5,3,4,3,5,5,4,4,4,3,4,5,6,7,3,3,3,4,5,3,9,44,1,169,,,,,,,,,,169,169,169,2,,4,1,1,3,,1
R_3emqng5r6PxKGXX,213.61.160.117,12/7/20 6:48,12/7/20 6:55,444,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,10,43,2,65,,,,,,,,,,65,65,10,2,,5,1,1,4,,2
R_1gNQHUj9ub0TveV,168.224.160.21,12/7/20 9:15,12/7/20 9:22,445,6,6,7,6,4,3,6,6,4,4,6,6,5,5,7,7,7,7,7,4,5,5,6,5,5,11,52,2,65,,,,,,,,,,65,65,65,2,,6,1,1,3,,1
R_3g1sy9UGITUarRJ,46.9.33.77,12/7/20 11:58,12/7/20 12:11,446,5,5,6,5,5,6,4,5,6,5,5,6,6,6,5,5,5,5,5,5,5,5,4,4,5,10,46,2,128,,,,,,,,,,143,143,143,6,Russian,7,1,1,2,,0
R_3g8lXTFClDBYtOt,86.120.183.239,12/7/20 9:05,12/7/20 9:09,447,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,5,11,34,2,142,,,,,,,,,,142,142,142,6,Romanian,6,1,1,3,,1
R_1o7kbUQLDMeDOev,165.225.95.60,12/9/20 2:33,12/9/20 2:38,448,5,5,5,5,6,6,6,6,6,5,5,5,5,5,7,7,7,7,7,6,6,6,6,6,4,11,32,2,169,,,,,,,,,,65,65,65,2,,7,1,1,3,,1
R_1Qo8gdhOiP7Pdji,194.53.167.7,12/7/20 6:32,12/7/20 6:43,449,6,6,2,2,4,5,6,6,7,4,5,6,6,7,5,5,4,4,2,4,4,3,3,2,4,5,47,2,122,,,,,,,,,,143,183,183,6,russian,6,1,1,3,,1
R_216OZQxDoWwSIRB,84.46.27.139,12/8/20 1:56,12/8/20 2:08,450,5,5,5,5,4,4,5,5,4,5,4,5,5,5,5,5,5,4,4,5,5,4,4,5,5,7,32,1,65,,,,,,,,,,65,36,36,2,,6,1,1,4,,2
R_3Ht3FZRgaHlUxId,168.224.160.21,12/7/20 7:01,12/7/20 7:08,451,3,3,2,1,1,1,3,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,11,37,1,128,,,,,,,,,,17,122,122,6,Dutch,6,1,1,5,,2
R_1cT89XbdBUhbFYr,62.245.183.149,12/8/20 0:53,12/8/20 1:03,452,7,6,7,6,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,3,11,53,1,65,,,,,,,,,,65,65,65,2,,3,1,1,4,,2
R_1M3yUB8Y7iVOOaI,103.103.60.10,12/10/20 5:31,12/10/20 5:34,453,7,5,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,11,23,2,156,,,,,,,,,,156,156,156,6,Mandarin,6,1,1,5,,2
R_3qaJMngacUnTBPy,62.245.183.149,12/7/20 22:16,12/7/20 22:21,454,6,5,7,5,6,7,5,6,5,4,4,4,4,4,7,6,6,4,6,4,4,4,4,4,3,9,43,2,65,,,,,,,,,,65,65,65,2,,2,1,1,3,,1
R_3sifHZXOFq3FfwC,165.225.200.168,12/7/20 6:43,12/7/20 6:47,455,7,7,7,7,7,7,5,7,7,7,7,7,7,7,3,3,5,3,7,3,3,4,4,4,6,11,43,2,65,,,,,,,,,,157,76,157,6,Slovak,7,1,1,3,,1
R_22QUlxkdGyLAp9x,64.215.22.70,12/7/20 6:42,12/7/20 6:48,456,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,6,7,21,1,24,,,,,,,,,,24,24,24,6,Portuguese,6,1,1,5,,2
R_Rsrn2iwfc3DR8e5,143.164.1.11,12/10/20 3:15,12/10/20 3:25,457,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,11,63,1,65,,,,,,,,,,65,65,65,2,,7,1,1,3,,1
